gender,age,country,subscription_type,listening_time,songs_played_per_day,skip_rate,device_type,ads_listened_per_week,is_churned
b'Male',58,b'UK',b'Premium',258,79,0.53,b'Mobile',0,0
b'Female',29,b'CA',b'Family',50,85,0.55,b'Mobile',0,1
b'Male',56,b'US',b'Family',112,16,0.54,b'Mobile',0,0
b'Male',38,b'PK',b'Free',93,91,0.29,b'Mobile',29,0
b'Male',50,b'AU',b'Family',126,42,0.46,b'Mobile',0,0
b'Male',58,b'UK',b'Free',191,5,0.4,b'Desktop',25,0
b'Male',53,b'FR',b'Free',258,48,0.15,b'Mobile',42,1
b'Male',21,b'CA',b'Free',145,29,0.55,b'Web',36,0
b'Female',21,b'AU',b'Free',91,27,0.38,b'Desktop',8,0
b'Other',46,b'AU',b'Student',40,29,0.24,b'Web',0,0
b'Other',38,b'DE',b'Premium',241,12,0.08,b'Web',0,1
b'Female',54,b'UK',b'Free',285,5,0.36,b'Web',36,0
b'Other',34,b'FR',b'Free',280,88,0.31,b'Web',14,1
b'Male',23,b'DE',b'Family',15,43,0.26,b'Desktop',0,0
b'Male',45,b'UK',b'Student',125,56,0.47,b'Web',0,0
b'Female',24,b'CA',b'Student',35,67,0.37,b'Web',0,0
b'Other',39,b'PK',b'Family',115,84,0.55,b'Desktop',0,0
b'Female',21,b'DE',b'Student',36,40,0.27,b'Desktop',0,0
b'Female',16,b'CA',b'Free',65,95,0.59,b'Desktop',11,0
b'Male',47,b'CA',b'Family',122,1,0.47,b'Mobile',0,0
b'Other',47,b'IN',b'Premium',82,72,0.27,b'Web',0,1
b'Male',16,b'UK',b'Free',270,77,0.19,b'Mobile',48,0
b'Male',58,b'PK',b'Family',123,49,0.17,b'Web',0,0
b'Other',18,b'IN',b'Student',296,90,0.05,b'Web',0,1
b'Other',32,b'DE',b'Family',164,32,0.21,b'Desktop',0,0
b'Other',54,b'CA',b'Premium',88,24,0.51,b'Web',0,1
b'Female',53,b'PK',b'Family',249,53,0.28,b'Mobile',0,1
b'Male',36,b'CA',b'Student',51,91,0.31,b'Desktop',0,0
b'Male',53,b'US',b'Student',218,47,0.08,b'Mobile',0,0
b'Female',27,b'CA',b'Family',104,66,0.45,b'Desktop',0,0
b'Male',18,b'AU',b'Student',105,51,0.01,b'Mobile',0,1
b'Other',17,b'AU',b'Student',299,26,0.16,b'Mobile',0,0
b'Other',57,b'PK',b'Student',115,54,0.09,b'Desktop',0,0
b'Male',25,b'US',b'Free',68,13,0.51,b'Desktop',27,1
b'Male',48,b'AU',b'Premium',86,87,0.08,b'Mobile',0,0
b'Female',41,b'AU',b'Family',188,92,0.52,b'Web',0,0
b'Other',16,b'UK',b'Student',238,3,0.44,b'Desktop',0,0
b'Female',52,b'UK',b'Free',137,65,0.33,b'Desktop',46,1
b'Female',40,b'FR',b'Premium',83,90,0.54,b'Mobile',0,0
b'Female',52,b'CA',b'Free',281,80,0.57,b'Desktop',17,0
b'Other',49,b'DE',b'Free',290,2,0.43,b'Desktop',35,0
b'Female',45,b'UK',b'Free',76,54,0.5,b'Mobile',41,0
b'Female',53,b'FR',b'Family',192,56,0.43,b'Web',0,0
b'Other',20,b'IN',b'Free',82,12,0.56,b'Web',37,0
b'Male',50,b'FR',b'Free',170,88,0.36,b'Desktop',10,0
b'Female',39,b'PK',b'Premium',286,7,0.18,b'Desktop',0,0
b'Male',58,b'PK',b'Premium',134,13,0.01,b'Desktop',0,0
b'Other',24,b'FR',b'Family',51,44,0.46,b'Web',0,0
b'Male',22,b'US',b'Free',295,21,0.27,b'Web',17,1
b'Male',49,b'CA',b'Premium',248,61,0.49,b'Mobile',0,0
b'Male',34,b'CA',b'Student',26,56,0.52,b'Mobile',0,0
b'Female',32,b'US',b'Student',153,78,0.14,b'Desktop',0,0
b'Male',29,b'IN',b'Student',270,71,0.14,b'Web',0,0
b'Other',20,b'AU',b'Premium',226,85,0.36,b'Web',0,1
b'Female',35,b'CA',b'Student',104,7,0.28,b'Desktop',0,0
b'Female',29,b'AU',b'Free',113,10,0.56,b'Desktop',44,0
b'Female',47,b'AU',b'Student',219,7,0.53,b'Mobile',0,0
b'Other',57,b'US',b'Family',224,59,0.55,b'Desktop',0,0
b'Female',48,b'PK',b'Student',166,50,0.39,b'Web',0,1
b'Other',41,b'CA',b'Free',125,17,0.34,b'Mobile',33,1
b'Male',31,b'IN',b'Free',110,70,0.33,b'Web',19,0
b'Other',42,b'CA',b'Family',272,5,0.39,b'Desktop',0,0
b'Other',27,b'AU',b'Student',97,1,0.46,b'Desktop',0,1
b'Female',51,b'PK',b'Family',207,92,0.14,b'Web',0,1
b'Other',45,b'AU',b'Student',46,6,0.28,b'Desktop',0,0
b'Female',52,b'AU',b'Free',189,85,0.37,b'Web',13,0
b'Male',47,b'FR',b'Premium',297,34,0.38,b'Web',0,0
b'Female',46,b'AU',b'Student',232,55,0.01,b'Web',0,1
b'Male',48,b'US',b'Premium',285,16,0.32,b'Desktop',0,0
b'Female',20,b'AU',b'Premium',158,41,0.07,b'Mobile',0,1
b'Male',40,b'CA',b'Student',298,92,0.51,b'Web',0,1
b'Other',36,b'AU',b'Premium',90,45,0.13,b'Web',0,1
b'Other',57,b'US',b'Free',221,22,0.44,b'Desktop',32,1
b'Female',22,b'AU',b'Free',52,17,0.2,b'Mobile',32,0
b'Female',54,b'IN',b'Free',37,55,0.48,b'Web',35,0
b'Other',20,b'FR',b'Family',219,94,0.19,b'Web',0,0
b'Male',53,b'PK',b'Premium',213,18,0.26,b'Mobile',0,1
b'Female',26,b'FR',b'Student',56,44,0.38,b'Web',0,0
b'Male',43,b'PK',b'Student',258,47,0.16,b'Web',0,1
b'Male',37,b'UK',b'Free',65,56,0.31,b'Desktop',44,0
b'Other',24,b'AU',b'Student',10,85,0.33,b'Web',0,0
b'Female',24,b'IN',b'Family',42,39,0.45,b'Web',0,0
b'Male',54,b'US',b'Family',107,30,0.1,b'Mobile',0,0
b'Male',24,b'PK',b'Family',66,81,0.5,b'Web',0,0
b'Other',38,b'AU',b'Student',261,60,0.32,b'Web',0,0
b'Female',44,b'US',b'Family',193,85,0.4,b'Desktop',0,0
b'Other',24,b'DE',b'Family',40,38,0.57,b'Desktop',0,0
b'Male',34,b'UK',b'Student',13,90,0.44,b'Web',0,1
b'Other',48,b'PK',b'Free',23,76,0.01,b'Web',17,0
b'Other',31,b'CA',b'Student',227,74,0.47,b'Web',0,1
b'Other',52,b'IN',b'Premium',163,87,0.45,b'Mobile',0,0
b'Female',49,b'AU',b'Student',195,60,0.33,b'Web',0,0
b'Female',25,b'DE',b'Premium',270,35,0.32,b'Mobile',0,0
b'Other',36,b'FR',b'Premium',99,38,0.56,b'Mobile',0,0
b'Female',50,b'US',b'Free',224,39,0.25,b'Desktop',8,0
b'Female',37,b'DE',b'Premium',116,29,0.58,b'Desktop',0,0
b'Other',38,b'DE',b'Family',278,3,0.25,b'Web',0,1
b'Female',23,b'DE',b'Student',62,86,0.5,b'Web',0,1
b'Male',56,b'IN',b'Premium',217,34,0.15,b'Desktop',0,0
b'Male',41,b'DE',b'Student',126,66,0.59,b'Web',0,1
b'Other',59,b'FR',b'Student',116,90,0.14,b'Mobile',0,0
b'Other',16,b'UK',b'Premium',79,61,0.48,b'Mobile',0,0
b'Female',21,b'UK',b'Student',206,30,0.38,b'Desktop',0,0
b'Other',22,b'FR',b'Family',53,51,0.44,b'Mobile',0,0
b'Male',58,b'US',b'Premium',43,18,0.15,b'Web',0,1
b'Other',28,b'FR',b'Student',145,90,0.28,b'Desktop',0,0
b'Female',16,b'CA',b'Family',57,74,0.51,b'Web',0,0
b'Male',25,b'FR',b'Student',149,92,0.33,b'Desktop',0,1
b'Female',54,b'PK',b'Premium',85,19,0.34,b'Web',0,0
b'Male',17,b'CA',b'Family',70,5,0.6,b'Mobile',0,0
b'Other',34,b'CA',b'Free',135,31,0.2,b'Mobile',46,0
b'Male',32,b'US',b'Premium',204,16,0.53,b'Desktop',0,1
b'Other',29,b'AU',b'Free',177,96,0.18,b'Web',17,1
b'Male',26,b'IN',b'Student',238,1,0.05,b'Mobile',0,0
b'Male',52,b'UK',b'Student',151,54,0.19,b'Desktop',0,0
b'Male',24,b'PK',b'Free',136,50,0.4,b'Desktop',6,0
b'Female',20,b'CA',b'Family',74,10,0.09,b'Mobile',0,1
b'Other',56,b'PK',b'Free',232,63,0.01,b'Mobile',35,0
b'Male',34,b'UK',b'Premium',138,41,0.04,b'Web',0,0
b'Female',50,b'CA',b'Free',297,44,0.34,b'Desktop',26,1
b'Female',36,b'FR',b'Family',19,81,0.52,b'Mobile',0,0
b'Female',56,b'FR',b'Free',264,28,0.3,b'Mobile',8,0
b'Other',22,b'DE',b'Family',203,92,0.35,b'Mobile',0,0
b'Female',25,b'AU',b'Free',104,51,0.2,b'Desktop',28,0
b'Male',41,b'AU',b'Premium',272,3,0.47,b'Desktop',0,0
b'Male',52,b'IN',b'Student',299,56,0.59,b'Desktop',0,0
b'Other',35,b'FR',b'Family',249,64,0.56,b'Web',0,0
b'Other',39,b'FR',b'Student',201,60,0.51,b'Web',0,1
b'Male',40,b'IN',b'Free',103,85,0.38,b'Mobile',33,1
b'Other',24,b'UK',b'Free',226,98,0.1,b'Web',20,0
b'Male',44,b'AU',b'Family',137,38,0.2,b'Desktop',0,0
b'Male',54,b'AU',b'Premium',43,26,0.59,b'Mobile',0,1
b'Other',46,b'PK',b'Family',81,38,0.33,b'Mobile',0,0
b'Male',21,b'PK',b'Premium',137,75,0.05,b'Mobile',0,0
b'Male',20,b'IN',b'Premium',248,79,0.07,b'Desktop',0,0
b'Female',24,b'DE',b'Family',151,30,0.16,b'Mobile',0,1
b'Other',46,b'FR',b'Family',32,29,0.19,b'Desktop',0,0
b'Other',25,b'UK',b'Free',36,16,0.5,b'Mobile',11,0
b'Other',34,b'AU',b'Free',262,17,0.18,b'Desktop',27,0
b'Male',36,b'UK',b'Free',54,37,0.52,b'Mobile',27,0
b'Male',37,b'US',b'Student',52,41,0.28,b'Mobile',0,0
b'Female',31,b'FR',b'Free',145,7,0.01,b'Web',41,0
b'Other',17,b'DE',b'Premium',32,71,0.27,b'Desktop',0,0
b'Male',58,b'DE',b'Family',295,12,0.49,b'Web',0,0
b'Female',18,b'AU',b'Premium',139,55,0.44,b'Mobile',0,0
b'Female',57,b'AU',b'Premium',125,60,0.26,b'Web',0,1
b'Male',31,b'DE',b'Free',151,46,0.6,b'Desktop',18,0
b'Female',43,b'IN',b'Student',275,38,0.59,b'Web',0,0
b'Female',37,b'US',b'Family',204,59,0.39,b'Mobile',0,1
b'Other',27,b'IN',b'Family',234,56,0.15,b'Web',0,0
b'Male',30,b'AU',b'Family',267,45,0.17,b'Mobile',0,1
b'Male',51,b'IN',b'Free',263,83,0.03,b'Desktop',42,1
b'Male',30,b'AU',b'Family',78,65,0.08,b'Desktop',0,1
b'Male',37,b'US',b'Student',199,55,0.28,b'Mobile',0,0
b'Other',23,b'US',b'Free',103,10,0.58,b'Mobile',38,0
b'Male',32,b'IN',b'Premium',114,62,0.59,b'Desktop',0,1
b'Other',50,b'CA',b'Premium',25,28,0.11,b'Mobile',0,0
b'Female',37,b'AU',b'Student',148,84,0.02,b'Web',0,0
b'Other',37,b'IN',b'Premium',244,13,0.31,b'Mobile',0,0
b'Female',38,b'CA',b'Free',55,33,0.18,b'Mobile',49,0
b'Female',24,b'CA',b'Premium',141,56,0.43,b'Desktop',0,0
b'Male',42,b'UK',b'Premium',133,3,0.1,b'Web',0,0
b'Male',37,b'CA',b'Family',166,38,0.17,b'Desktop',0,0
b'Female',44,b'FR',b'Free',113,14,0.57,b'Desktop',26,0
b'Other',18,b'UK',b'Student',113,5,0.27,b'Web',0,1
b'Other',41,b'US',b'Family',147,59,0.36,b'Desktop',0,1
b'Male',16,b'CA',b'Premium',203,38,0.35,b'Web',0,0
b'Female',49,b'AU',b'Student',188,45,0.31,b'Mobile',0,0
b'Female',31,b'UK',b'Family',131,76,0.58,b'Web',0,0
b'Male',23,b'CA',b'Family',78,48,0.43,b'Mobile',0,0
b'Male',54,b'IN',b'Student',243,93,0.51,b'Mobile',0,0
b'Other',35,b'IN',b'Family',230,60,0.09,b'Mobile',0,1
b'Male',33,b'IN',b'Premium',127,60,0.07,b'Web',0,0
b'Male',21,b'FR',b'Premium',210,29,0.35,b'Web',0,0
b'Other',59,b'PK',b'Free',32,88,0.12,b'Web',17,0
b'Other',39,b'UK',b'Premium',44,54,0.52,b'Mobile',0,0
b'Female',23,b'PK',b'Family',238,91,0.2,b'Mobile',0,0
b'Other',16,b'CA',b'Student',171,7,0.27,b'Mobile',0,1
b'Male',57,b'DE',b'Free',79,12,0.08,b'Web',47,0
b'Female',52,b'FR',b'Family',88,13,0.03,b'Desktop',0,0
b'Male',46,b'UK',b'Premium',273,3,0.22,b'Mobile',0,0
b'Male',42,b'CA',b'Family',35,50,0.06,b'Mobile',0,1
b'Female',25,b'FR',b'Free',16,83,0.35,b'Mobile',24,0
b'Male',38,b'US',b'Premium',89,54,0.28,b'Mobile',0,0
b'Male',25,b'FR',b'Family',220,64,0.57,b'Desktop',0,0
b'Male',47,b'CA',b'Premium',129,85,0.27,b'Mobile',0,0
b'Female',38,b'AU',b'Family',185,2,0.05,b'Mobile',0,0
b'Male',32,b'PK',b'Family',286,39,0.01,b'Mobile',0,0
b'Male',58,b'UK',b'Student',83,8,0.09,b'Desktop',0,0
b'Female',27,b'FR',b'Family',242,1,0.0,b'Desktop',0,1
b'Male',58,b'US',b'Student',134,67,0.27,b'Web',0,0
b'Female',57,b'AU',b'Family',180,45,0.54,b'Web',0,0
b'Female',39,b'CA',b'Family',206,37,0.54,b'Web',0,0
b'Female',55,b'CA',b'Student',97,25,0.39,b'Desktop',0,0
b'Male',21,b'AU',b'Free',236,88,0.27,b'Mobile',27,0
b'Male',18,b'PK',b'Premium',226,7,0.32,b'Web',0,0
b'Other',24,b'US',b'Free',60,93,0.47,b'Desktop',35,0
b'Male',36,b'PK',b'Premium',270,73,0.42,b'Desktop',0,1
b'Female',50,b'DE',b'Free',128,9,0.26,b'Desktop',35,0
b'Other',26,b'PK',b'Free',171,49,0.21,b'Mobile',40,0
b'Female',28,b'US',b'Student',299,96,0.49,b'Desktop',0,1
b'Male',45,b'FR',b'Free',227,14,0.28,b'Desktop',17,1
b'Male',47,b'US',b'Family',165,22,0.14,b'Mobile',0,0
b'Male',36,b'DE',b'Premium',22,44,0.33,b'Mobile',0,0
b'Male',41,b'DE',b'Family',118,94,0.53,b'Web',0,1
b'Other',53,b'IN',b'Free',221,50,0.36,b'Mobile',5,0
b'Female',50,b'DE',b'Free',94,64,0.49,b'Desktop',47,1
b'Male',25,b'US',b'Premium',165,60,0.58,b'Mobile',0,0
b'Other',40,b'UK',b'Free',239,57,0.53,b'Mobile',29,0
b'Other',33,b'UK',b'Premium',146,25,0.43,b'Desktop',0,0
b'Other',19,b'FR',b'Premium',118,87,0.46,b'Desktop',0,0
b'Other',36,b'US',b'Student',128,22,0.6,b'Desktop',0,0
b'Female',28,b'DE',b'Family',251,38,0.1,b'Mobile',0,0
b'Male',50,b'US',b'Family',228,33,0.07,b'Desktop',0,1
b'Female',38,b'FR',b'Premium',222,62,0.31,b'Web',0,0
b'Female',55,b'PK',b'Family',124,69,0.43,b'Desktop',0,1
b'Male',18,b'CA',b'Family',203,12,0.24,b'Mobile',0,1
b'Female',28,b'CA',b'Family',292,28,0.08,b'Desktop',0,0
b'Female',47,b'CA',b'Student',235,10,0.1,b'Mobile',0,0
b'Other',25,b'AU',b'Premium',69,32,0.29,b'Desktop',0,0
b'Male',48,b'IN',b'Student',137,43,0.24,b'Web',0,1
b'Other',43,b'FR',b'Family',59,65,0.28,b'Desktop',0,0
b'Male',36,b'CA',b'Free',233,76,0.55,b'Desktop',33,1
b'Other',33,b'US',b'Premium',140,77,0.37,b'Desktop',0,0
b'Female',55,b'AU',b'Family',213,36,0.46,b'Web',0,0
b'Female',46,b'FR',b'Family',139,44,0.21,b'Mobile',0,0
b'Male',45,b'DE',b'Free',53,18,0.38,b'Mobile',22,1
b'Female',51,b'UK',b'Student',268,9,0.3,b'Desktop',0,0
b'Female',20,b'FR',b'Free',74,10,0.27,b'Mobile',25,0
b'Male',30,b'AU',b'Free',51,93,0.2,b'Mobile',45,0
b'Male',58,b'UK',b'Premium',222,68,0.26,b'Desktop',0,1
b'Male',51,b'IN',b'Student',144,59,0.16,b'Mobile',0,0
b'Other',37,b'AU',b'Free',180,11,0.32,b'Web',9,0
b'Female',16,b'US',b'Premium',62,53,0.53,b'Desktop',0,1
b'Female',36,b'AU',b'Student',70,61,0.29,b'Mobile',0,0
b'Female',19,b'PK',b'Family',165,12,0.48,b'Desktop',0,0
b'Other',38,b'UK',b'Premium',229,54,0.26,b'Mobile',0,0
b'Male',22,b'CA',b'Student',180,77,0.1,b'Desktop',0,0
b'Male',56,b'AU',b'Student',173,83,0.01,b'Web',0,0
b'Female',40,b'AU',b'Premium',152,8,0.09,b'Web',0,1
b'Other',58,b'US',b'Free',214,80,0.21,b'Desktop',47,1
b'Female',48,b'CA',b'Student',286,61,0.08,b'Mobile',0,1
b'Female',42,b'FR',b'Premium',188,35,0.15,b'Desktop',0,0
b'Female',43,b'AU',b'Student',29,5,0.25,b'Desktop',0,0
b'Male',20,b'US',b'Family',161,59,0.44,b'Mobile',0,0
b'Male',39,b'IN',b'Student',123,6,0.53,b'Mobile',0,0
b'Male',53,b'US',b'Student',107,6,0.53,b'Desktop',0,0
b'Female',34,b'IN',b'Student',99,60,0.19,b'Desktop',0,1
b'Female',59,b'FR',b'Student',270,89,0.23,b'Desktop',0,1
b'Female',28,b'IN',b'Premium',220,96,0.01,b'Desktop',0,0
b'Male',54,b'AU',b'Family',129,54,0.26,b'Desktop',0,0
b'Male',22,b'US',b'Free',145,21,0.44,b'Desktop',26,0
b'Female',52,b'DE',b'Free',248,66,0.02,b'Desktop',5,1
b'Other',28,b'CA',b'Premium',168,15,0.48,b'Mobile',0,0
b'Other',30,b'CA',b'Family',15,81,0.26,b'Desktop',0,0
b'Other',25,b'AU',b'Student',208,70,0.09,b'Web',0,0
b'Female',17,b'UK',b'Premium',188,45,0.28,b'Desktop',0,0
b'Male',51,b'PK',b'Premium',13,93,0.02,b'Desktop',0,0
b'Male',23,b'AU',b'Premium',49,33,0.28,b'Desktop',0,0
b'Other',43,b'PK',b'Free',241,38,0.24,b'Desktop',15,0
b'Female',25,b'FR',b'Free',287,23,0.51,b'Web',43,0
b'Male',58,b'CA',b'Family',141,84,0.27,b'Desktop',0,0
b'Female',49,b'DE',b'Free',287,52,0.27,b'Mobile',34,0
b'Other',34,b'CA',b'Student',25,76,0.45,b'Web',0,0
b'Other',59,b'PK',b'Premium',135,99,0.57,b'Desktop',0,1
b'Female',28,b'IN',b'Family',146,88,0.35,b'Web',0,1
b'Female',31,b'DE',b'Premium',94,97,0.04,b'Desktop',0,0
b'Other',43,b'AU',b'Premium',227,37,0.13,b'Desktop',0,0
b'Male',24,b'IN',b'Free',255,45,0.05,b'Mobile',40,0
b'Other',55,b'DE',b'Family',191,88,0.12,b'Web',0,0
b'Female',37,b'PK',b'Free',239,39,0.22,b'Mobile',46,1
b'Female',42,b'AU',b'Student',205,13,0.12,b'Web',0,1
b'Male',35,b'CA',b'Student',110,96,0.41,b'Web',0,1
b'Other',25,b'UK',b'Premium',146,37,0.1,b'Web',0,1
b'Other',38,b'IN',b'Free',86,59,0.52,b'Desktop',8,0
b'Male',56,b'UK',b'Premium',110,94,0.33,b'Web',0,0
b'Female',54,b'FR',b'Family',49,25,0.01,b'Web',0,1
b'Male',56,b'CA',b'Student',75,68,0.44,b'Mobile',0,1
b'Other',46,b'AU',b'Student',173,44,0.57,b'Web',0,0
b'Male',55,b'FR',b'Premium',94,72,0.29,b'Desktop',0,0
b'Female',55,b'AU',b'Student',279,24,0.23,b'Desktop',0,1
b'Male',21,b'IN',b'Free',226,80,0.43,b'Web',37,0
b'Female',49,b'AU',b'Free',210,11,0.07,b'Mobile',8,0
b'Male',24,b'FR',b'Premium',256,11,0.3,b'Desktop',0,0
b'Other',23,b'IN',b'Free',77,12,0.07,b'Desktop',8,1
b'Male',25,b'DE',b'Free',249,33,0.07,b'Web',18,0
b'Female',56,b'AU',b'Free',184,19,0.1,b'Desktop',27,0
b'Male',54,b'FR',b'Premium',224,60,0.4,b'Desktop',0,0
b'Other',46,b'IN',b'Premium',206,23,0.49,b'Desktop',0,0
b'Male',22,b'DE',b'Student',118,74,0.48,b'Web',0,0
b'Male',55,b'UK',b'Premium',63,46,0.53,b'Mobile',0,1
b'Male',40,b'IN',b'Family',110,16,0.09,b'Web',0,0
b'Female',17,b'DE',b'Free',209,49,0.51,b'Web',15,0
b'Other',49,b'CA',b'Family',168,87,0.48,b'Web',0,0
b'Female',26,b'PK',b'Premium',85,75,0.52,b'Web',0,1
b'Female',25,b'AU',b'Premium',26,88,0.11,b'Desktop',0,0
b'Male',57,b'UK',b'Free',213,85,0.05,b'Desktop',15,0
b'Other',28,b'US',b'Free',45,62,0.54,b'Web',24,1
b'Female',21,b'FR',b'Family',93,31,0.37,b'Desktop',0,0
b'Female',53,b'AU',b'Free',96,10,0.59,b'Mobile',15,1
b'Male',32,b'DE',b'Student',233,57,0.51,b'Mobile',0,1
b'Male',28,b'UK',b'Free',61,31,0.57,b'Mobile',48,1
b'Male',16,b'CA',b'Student',206,58,0.29,b'Desktop',0,0
b'Female',41,b'CA',b'Free',151,3,0.32,b'Mobile',10,0
b'Other',45,b'DE',b'Premium',196,42,0.13,b'Desktop',0,0
b'Other',54,b'PK',b'Family',242,1,0.35,b'Desktop',0,0
b'Male',16,b'AU',b'Premium',215,30,0.36,b'Desktop',0,0
b'Other',46,b'PK',b'Family',14,23,0.19,b'Desktop',0,0
b'Other',34,b'DE',b'Free',221,71,0.16,b'Mobile',13,1
b'Other',44,b'FR',b'Free',157,15,0.01,b'Web',18,0
b'Other',18,b'US',b'Free',224,19,0.58,b'Desktop',40,1
b'Other',47,b'AU',b'Student',233,32,0.11,b'Mobile',0,0
b'Other',48,b'CA',b'Family',19,47,0.43,b'Mobile',0,1
b'Male',56,b'UK',b'Family',159,21,0.17,b'Mobile',0,0
b'Female',40,b'US',b'Family',167,60,0.37,b'Mobile',0,1
b'Male',55,b'UK',b'Student',84,46,0.21,b'Web',0,0
b'Other',49,b'PK',b'Family',264,89,0.23,b'Mobile',0,0
b'Other',53,b'DE',b'Free',219,92,0.13,b'Web',6,0
b'Other',48,b'IN',b'Student',206,85,0.19,b'Desktop',0,0
b'Other',56,b'DE',b'Free',260,21,0.06,b'Desktop',45,1
b'Female',57,b'DE',b'Premium',125,96,0.46,b'Mobile',0,1
b'Male',58,b'CA',b'Free',83,80,0.05,b'Mobile',16,0
b'Female',37,b'IN',b'Student',22,95,0.41,b'Desktop',0,1
b'Other',18,b'IN',b'Premium',274,64,0.51,b'Web',0,0
b'Other',30,b'AU',b'Premium',158,52,0.54,b'Mobile',0,0
b'Male',38,b'US',b'Student',28,51,0.09,b'Web',0,0
b'Other',16,b'IN',b'Free',124,51,0.13,b'Web',16,0
b'Other',49,b'IN',b'Student',166,69,0.14,b'Desktop',0,0
b'Female',32,b'PK',b'Student',154,70,0.57,b'Mobile',0,0
b'Other',27,b'UK',b'Premium',23,42,0.39,b'Web',0,0
b'Male',17,b'FR',b'Premium',239,42,0.01,b'Desktop',0,0
b'Male',54,b'US',b'Free',133,47,0.08,b'Desktop',41,0
b'Female',25,b'FR',b'Student',77,20,0.15,b'Desktop',0,0
b'Male',30,b'FR',b'Student',75,42,0.28,b'Mobile',0,1
b'Other',53,b'US',b'Student',113,59,0.35,b'Desktop',0,0
b'Female',18,b'US',b'Student',56,24,0.46,b'Web',0,0
b'Male',59,b'IN',b'Premium',141,99,0.07,b'Mobile',0,0
b'Male',20,b'IN',b'Free',114,44,0.47,b'Mobile',16,0
b'Male',16,b'US',b'Free',131,40,0.34,b'Web',47,0
b'Female',21,b'UK',b'Premium',49,46,0.16,b'Desktop',0,0
b'Other',59,b'PK',b'Free',203,11,0.21,b'Mobile',45,1
b'Other',59,b'US',b'Premium',179,26,0.3,b'Web',0,0
b'Male',59,b'PK',b'Family',126,21,0.05,b'Web',0,1
b'Male',31,b'UK',b'Free',237,50,0.54,b'Mobile',11,0
b'Female',23,b'PK',b'Premium',99,74,0.26,b'Mobile',0,0
b'Male',56,b'US',b'Free',205,64,0.47,b'Web',9,0
b'Female',52,b'PK',b'Student',297,63,0.1,b'Mobile',0,0
b'Other',44,b'UK',b'Family',242,96,0.32,b'Desktop',0,0
b'Male',29,b'US',b'Family',121,8,0.12,b'Desktop',0,0
b'Other',44,b'FR',b'Premium',48,72,0.51,b'Desktop',0,0
b'Female',21,b'IN',b'Premium',136,20,0.55,b'Web',0,1
b'Other',43,b'DE',b'Premium',257,62,0.51,b'Web',0,0
b'Other',34,b'CA',b'Premium',256,46,0.06,b'Mobile',0,0
b'Other',18,b'IN',b'Premium',132,38,0.35,b'Web',0,0
b'Other',35,b'FR',b'Premium',126,17,0.45,b'Web',0,0
b'Male',58,b'UK',b'Free',67,78,0.15,b'Mobile',44,0
b'Female',35,b'FR',b'Free',80,77,0.52,b'Desktop',26,0
b'Other',47,b'DE',b'Free',26,42,0.35,b'Mobile',30,1
b'Male',18,b'CA',b'Free',17,94,0.52,b'Desktop',45,0
b'Other',19,b'CA',b'Premium',149,55,0.43,b'Mobile',0,0
b'Other',28,b'AU',b'Premium',247,13,0.18,b'Desktop',0,0
b'Female',25,b'UK',b'Premium',12,40,0.06,b'Mobile',0,0
b'Male',26,b'CA',b'Free',244,73,0.32,b'Mobile',45,1
b'Other',39,b'US',b'Student',41,92,0.44,b'Web',0,0
b'Female',32,b'CA',b'Student',32,90,0.53,b'Desktop',0,0
b'Other',18,b'CA',b'Premium',263,73,0.45,b'Desktop',0,0
b'Other',50,b'DE',b'Free',85,7,0.47,b'Mobile',49,1
b'Other',29,b'AU',b'Premium',88,6,0.3,b'Desktop',0,1
b'Female',54,b'DE',b'Family',264,67,0.27,b'Mobile',0,0
b'Other',51,b'PK',b'Premium',151,86,0.34,b'Desktop',0,1
b'Other',40,b'UK',b'Free',58,78,0.21,b'Desktop',42,0
b'Male',48,b'FR',b'Free',128,5,0.29,b'Mobile',47,1
b'Other',37,b'AU',b'Free',75,13,0.18,b'Desktop',36,0
b'Other',40,b'CA',b'Family',80,46,0.39,b'Desktop',0,0
b'Male',23,b'CA',b'Premium',298,23,0.29,b'Desktop',0,0
b'Other',37,b'IN',b'Premium',101,26,0.25,b'Web',0,0
b'Other',20,b'UK',b'Family',281,37,0.41,b'Mobile',0,0
b'Other',43,b'UK',b'Premium',292,19,0.32,b'Mobile',0,1
b'Other',27,b'US',b'Student',50,89,0.02,b'Web',0,0
b'Other',24,b'AU',b'Premium',287,70,0.37,b'Mobile',0,0
b'Other',36,b'US',b'Family',248,92,0.39,b'Desktop',0,0
b'Other',23,b'FR',b'Family',273,37,0.32,b'Mobile',0,1
b'Female',31,b'IN',b'Free',88,91,0.48,b'Web',9,0
b'Other',46,b'FR',b'Student',70,98,0.21,b'Web',0,1
b'Female',40,b'IN',b'Student',265,31,0.54,b'Web',0,0
b'Male',57,b'US',b'Student',188,92,0.1,b'Mobile',0,0
b'Other',59,b'US',b'Free',15,42,0.49,b'Desktop',6,1
b'Male',42,b'US',b'Free',199,44,0.19,b'Mobile',44,0
b'Female',56,b'AU',b'Family',80,56,0.4,b'Web',0,1
b'Male',53,b'FR',b'Premium',266,4,0.17,b'Desktop',0,0
b'Male',59,b'IN',b'Premium',37,39,0.15,b'Web',0,0
b'Other',41,b'AU',b'Student',69,77,0.1,b'Desktop',0,1
